Restaurant Name,Location,Review,Cuisine,Longitude,Latitude
National Restaurant Cevabdzinica Tima Irma,"Onescukova BB, Mostar 88000 Bosnia and Herzegovina",5.0 ,Eastern European,17.8121762,43.3371511
Restoran Lagero,"Tabhana b.b., Mostar 88000 Bosnia and Herzegovina",4.5 ,"Eastern European, Mediterranean, European, Healthy, Central European, Grill",17.814146,43.3375633
Food House Mostar,"Rade Bitange 12, Mostar 88104 Bosnia and Herzegovina",4.5 ,NONE,17.8136339,43.3375099
Restoran Hindin Han,"Jusovina bb, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Mediterranean, Barbecue, European, Eastern European, Central European",17.8137424,43.3368596
Konoba Taurus,"Kriva Cuprija 4 next to Crooked bridge, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Mediterranean, Barbecue, European, Eastern European, Croatian, Central European",17.8134282,43.3367525
Sadrvan,"Jusovina 11 STARI GRAD MOSTAR, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",17.8139846,43.3371117
Urban taste of orient,"Mala Tepa 22, Mostar 88000 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.8149563,43.3385649
Pablo's Restaurant & Club,"Kneza Branimira 11, Mostar 88000 Bosnia and Herzegovina",5.0 ,NONE,17.8005016,43.34045
Megi,"Kralja Tomislava 29, Mostar Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.8007839,43.3501688
Emen,"Onescukova 32, Mostar 88000 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.8128162,43.3370522
Restoran Podrum,"Oneskucova 28, Mostar 88000 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.8077578,43.34377480000001
Restoran Harmonija,"Rade Bitange 18, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Vegan Options, Vegetarian Friendly",17.8119948,43.3387108
Restoran Divan,"Jusovina B.B., Mostar 88000 Bosnia and Herzegovina",4.0 ,"International, European, Eastern European",17.8137424,43.3368596
Craft Beer Garden #imaimoze,"Gojka Vukovica 4 1. Zimske prostorije, 2. Ljetna bašta iznad Radobolje na drugoj strani ulice, Mostar 88000 Bosnia and Herzegovina",5.0 ,"Bar, Pub, Brew Pub, Healthy, Gastropub",17.8128246,43.3374542
caffe bar Nide Veze,"Husnije Repca 3, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Bar, Central European",17.8104901,43.3383997
Del Rio,"Kardinala Stepinca 12, Mostar 88000 Bosnia and Herzegovina",4.0 ,Vegetarian Friendly,17.8100051,43.3486467
Restaurant Mediterana Delicata,"Kresina bb. Bb, Mostar 88000 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.81241,43.3423912
Restaurant Pod Lipom,"Rodochkih branitelja 44, Mostar 88000 Bosnia and Herzegovina",5.0 ,"Seafood, Barbecue",17.8185656,43.3181981
Karting Klub,"Vukarska bb, Mostar Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.8077578,43.34377480000001
Restoran Europa,"Kurluk 4, Mostar 88000 Bosnia and Herzegovina",4.0 ,"Lunch, Dinner, Brunch",17.8077578,43.34377480000001
Teco,"Stjepana Radica, Mostar Bosnia and Herzegovina",5.0 ,"Cafe, Healthy, European, Gastropub",17.8002821,43.3464566
Restaurant Schumann,"Fra Didaka Buntica 117, Mostar 88000 Bosnia and Herzegovina",5.0 ,Vegetarian Friendly,17.7998443,43.3374898
Caffe Pizzeria Porto,"Brkica 1a 200 M From Old Bridge, Mostar 88104 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.8150151,43.3372849
Restaurant Taurus,"Onescukova, Mostar Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",17.8121762,43.3371511
Restoran Prestige,"Kardinala Stepinca B.B Mepas Mall, Mostar 88000 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner, Brunch",17.8047832,43.3481534
Stari Grad Cafe,"Onescukova 2, Mostar Bosnia and Herzegovina",4.0 ,"Seating, Table Service, Outdoor Seating, Serves Alcohol",17.8145212,43.3372153
Restaurant Kulluk,"Kurluk Br. 1, Mostar 88000 Bosnia and Herzegovina",4.0 ,"Mediterranean, European, Eastern European",17.8077578,43.34377480000001
Grill Centar,"Brace Fejica 13, Mostar Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",17.8124602,43.3429906
Restoran Babilon,"Tabhana bb, Mostar Bosnia and Herzegovina",3.5 ,Vegetarian Friendly,17.814146,43.3375633
Blok bar & restaurant,"Kneza Visheslava b.b. SPC Orca, Mostar 88000 Bosnia and Herzegovina",5.0 ,"Mexican, American, International, Mediterranean",17.8046364,43.3498656
Mala Stanica,"Kralja Petra I Karadjordjevica Bb, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Mediterranean, European, Eastern European, Central European",17.1904534,44.771638
Kazamat,"Tvrdjava Kastel Teodora Kolokotronisa bb, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",17.190667,44.7665926
Vrbas,"Brace Potkonjaka 1, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.1899468,44.7649774
Obelix,"Pete Kozarske Brigade 19, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",17.1769149,44.7563972
Restaurant & Lounge Bar Integra,"Trg Republike Srpske 8, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Dinner, Breakfast, Lunch, Brunch",17.1987614,44.7781882
Stara Ada,"Veljka Mladjenovica Ada, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,Vegan Options,17.2223457,44.7720002
Restoran Aj'Zdravo,"Vidovdanska 6, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",17.1913055,44.7744504
Lovacki Bar,"Slatinska 37 Trapisti, Banja Luka Bosnia and Herzegovina",5.0 ,"Breakfast, Lunch, Dinner",17.2252367,44.807193
Rijeka - Bar & Restaurant,"Bogdana Marica 14, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.1714319,44.7519733
Picerija Kod Brke,"Ulica Srpska 36, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,Vegetarian Friendly,17.1955912,44.7700808
Restaurant Monogram,"Svetozara Markovica 5j, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Dinner, Breakfast, Lunch, Brunch, Drinks",17.1914123,44.7775595
Trezor,"Ivana Franje Jukica 7, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"International, Cafe, European, Central European",17.1917582,44.7704634
Pite pod sacem,"Patrijarha Makarija Sokolovica 1, Banja Luka 78000 Bosnia and Herzegovina",5.0 ,"Breakfast, Lunch, Dinner, Brunch",17.1875579,44.7671091
Rostiljnica a&D,"Grcka 32, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",17.1882228,44.7742419
Slasticarna Manja,"Kralja Petra I Karadordevica 62, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Takeout, Seating, Table Service",17.186905,44.76784360000001
Kod Muje,"Bana Milosavljevi A BB, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Lunch, Dinner",17.2040237,44.7643189
Chiquita Cocina Mexicana,"Braće Mažar i majke Marije 4, Hanište, Banja Luka 78000 Bosnia and Herzegovina",5.0 ,"Lunch, Dinner",17.1842651,44.7685906
Rotkvica,"Brace Pantica 6, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Breakfast, Brunch, Lunch, Dinner, Late Night, Drinks",17.1864857,44.7712655
Sladoled kod Slavice,"I Krajiskog Korpusa, Banja Luka 78000 Bosnia and Herzegovina",5.0 ,"Takeout, Seating",17.2040237,44.7643189
Marcello,"Bana Milosavljevića 30, Banja Luka Bosnia and Herzegovina",4.0 ,Vegetarian Friendly,17.1936865,44.7733781
Mala Skadarlija,"Stepe Stepanovica 7, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Barbecue, European, Eastern European",17.192261,44.7623708
Impero Romano,"Ilije Garasanina Bb, Banja Luka 78000 Bosnia and Herzegovina",4.5 ,"Breakfast, Lunch, Dinner, Drinks",17.2165351,44.7971846
Alas,"Brace Mazar i majke Marije 48, Banja Luka Bosnia and Herzegovina",4.0 ,"Seafood, European",17.1818386,44.7697449
Banjalucki Splav,"Ulica Patre bb, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Lunch, Dinner, Late Night",17.1870777,44.7662769
"Grill & caffe ""Pod lipom""","Kralja Petra I Karadjordjevica 10 Centar, Banja Luka 78000 Bosnia and Herzegovina",5.0 ,Grill,17.1853651,44.7655835
Gotiva Knedle,"Nikole Pašića 29, Banja Luka 78000 Bosnia and Herzegovina",5.0 ,"Breakfast, Lunch, Dinner",17.1970532,44.7713322
Marco Polo,"Bulevar Stepe Stepanovica 185A, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner, Drinks",17.2081203,44.7665481
Agape,"Trg Krajine 2, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Central European, Italian, Mediterranean, European, Eastern European",17.1896325,44.7699973
Citadela,"Ulica Kralja Alfonsa Xiii Br. 2, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,Dinner,17.1910876,44.7711069
Don Sergio,"Bulevar Srpske Vojske 8 Delta Planet, Banja Luka 78000 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks",17.2069406,44.7799895
Limenka,"Patriotske lige br. 24, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",18.6781567,44.5390813
Mama Mia Restaurant Tuzla,"Univerzitetska 16, Tuzla 75000 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,18.6649306,44.5385806
MamaMia Origins Steak & Wine Restaurant,"Trg Slobode Bb, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Steakhouse, Mediterranean, Barbecue, European, Central European",18.6747998,44.5391866
Pivnica Taverna,"Marshala Tita 163, Tuzla 75000 Bosnia and Herzegovina",4.0 ,"Lunch, Dinner",18.6897106,44.5352816
Restoran Carsijska Cesma,"Trg Zrtava Gen. U Srebrenici 2, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Dinner, Brunch, Lunch",19.2997218,44.1039762
Sarajka,"Dzemala Bijedica 2, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Eastern European, Fast Food, Barbecue, European",18.6912073,44.5344564
Makedonka,"Armije BiH 180, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Lunch, Dinner, Brunch",18.6932184,44.55251579999999
Zlatnik,"Šetalište Slana Banja b.b., Tuzla Bosnia and Herzegovina",4.0 ,"Lunch, Dinner",18.6848035,44.5388038
Biblioteka,"Kristijana Krekovica 7, Tuzla Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",18.6707349,44.5410068
Jazz Caffe Tuzla,"VI Bosanske brigade 39, Tuzla 75000 Bosnia and Herzegovina",5.0 ,"Lunch, Dinner",18.6710364,44.54103980000001
Tenis,"Tenis klub Sloboda, Tuzla Bosnia and Herzegovina",4.0 ,"Lunch, Dinner, Late Night",18.6734688,44.53746109999999
La Cremeria Veneziana,"Trg Slobode Bb, Tuzla 75000 Bosnia and Herzegovina",4.5 ,NONE,18.6747998,44.5391866
Darkwood,"Zlatarska 5, Tuzla 75000 Bosnia and Herzegovina",5.0 ,"Italian, European, Middle Eastern, Pizza, Healthy",18.6762617,44.5387115
Palačinkara kod Bagija,"Patriotske lige 10 Tuzla, Tuzla 75000 Bosnia and Herzegovina",5.0 ,NONE,18.6775344,44.5383535
Citta del Sale,"Korzo, Tuzla Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner",18.6770568,44.5377924
Caffetteria Intermezzo,"Dorda mihajlovica 4, Tuzla Bosnia and Herzegovina",5.0 ,NONE,18.6734688,44.53746109999999
Old Story Pub,"Turalibegova 34, Tuzla 75000 Bosnia and Herzegovina",5.0 ,"Italian, French, Southwestern, European, Central European",18.6787933,44.5363254
Nardi Pub,"Hadzhibakirbega Tuzlica 3 Bankerova street, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Television, Serves Alcohol, Full Bar, Wine and Beer, Cash Only, Free Wifi",18.6734688,44.53746109999999
Cafe Verdi,"Mehmedalije Maka Dizdara, Lamela C1 Stupine 100 meter walking distance from Hotel Tuzla, Tuzla 75000 Bosnia and Herzegovina",5.0 ,NONE,18.6879883,44.5313764
Coffee Zone Tuzla,"Fra Grge Martica 30, Tuzla 75000 Bosnia and Herzegovina",4.5 ,NONE,18.6702467,44.53926149999999
Jecmiste kod Tome,"Husinskih Rudara 385, Tuzla Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner",18.6359534,44.5260482
St. James's,"Koste Racina 3, Tuzla 75000 Bosnia and Herzegovina",5.0 ,Dinner,18.6882635,44.5356195
Park Pub,"Dorda Mihajlovica 4, Tuzla 75000 Bosnia and Herzegovina",4.5 ,NONE,18.6849553,44.5340715
Little Italy d.o.o.,"Kazandzijska, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Italian, International, European",18.6762348,44.5385787
Chick King,"Univerzitetska 16, Tuzla Bosnia and Herzegovina",4.0 ,NONE,18.6649306,44.5385806
Zmaj Od Bosne,"Klosterska 11, Tuzla 75000 Bosnia and Herzegovina",4.0 ,NONE,18.6795575,44.5369049
Restoran Kvin,"Ul. Mitra Trifunovića Uče Br 2 Bingo City Centar, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"Breakfast, Lunch, Dinner, Brunch, Drinks",18.6516171,44.532161
Zuta kuca Tuzla,"Ulica Zlatarska, Tuzla Bosnia and Herzegovina",4.5 ,NONE,18.676161,44.5387622
"Restaurant ""DM""","Branilaca BiH br. 11 Slavinovici Luke, Tuzla 75000 Bosnia and Herzegovina",4.5 ,"International, Mediterranean, Turkish, Greek",18.7079712,44.5314458
"Caffe bar ""Urban BeaTZ""","Turalibegova, Tuzla 75000 Bosnia and Herzegovina",5.0 ,NONE,18.678813,44.5367408
Studenac,"Milentija Perovica BB Trebinje, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",18.3502638,42.7081585
Stara Hercegovina,"Tuli, Trebinje, Trebinje Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,18.3771645,42.6488703
Kukurića Vrtovi,"Obala Mica Ljubibratica bb, Trebinje 89101 Bosnia and Herzegovina",5.0 ,Soups,18.3544415,42.7136197
Restoran Vukoje,"Vinogradi bb, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",18.3494989,42.7014784
Hotel Platani,"Cvjetni trg 1, Trebinje Bosnia and Herzegovina",4.5 ,"Lunch, Dinner, Brunch, Breakfast",18.3460684,42.7100139
Sesto Senso,"Obala Mica Ljubibratica 3, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"International, European, Mediterranean",18.3491206,42.7120046
Restoran Tarana,"Mire Popare 1 Trebinjskom Naselju Vinograd, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",18.3502638,42.7081585
Motel Konak Mosko,"Mosko bb, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Mediterranean, Wine Bar",18.3494989,42.7014784
Restoran MG,"Majke Jugovića br. 11, Trebinje Bosnia and Herzegovina",4.0 ,"Lunch, Dinner",18.3502638,42.7081585
Pizzeria LSashon,"Herceg Stefana Kosace Bregovi, Trebinje 89101 Bosnia and Herzegovina",5.0 ,Dinner,18.3471826,42.7084412
Vinska Galerija,"Mirna 28, Trebinje 89101 Bosnia and Herzegovina",4.0 ,"Lunch, Dinner, Breakfast",18.3494989,42.7014784
Restoran Tarana Plus Stari Grad,"Dositejeva Old town, Trebinje 89101 Bosnia and Herzegovina",4.0 ,"Mediterranean, European, Central European",18.3462388,42.7101549
Market 99,"Herceg Stjepana Kosace 1, Trebinje 89101 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner, Brunch",18.3502638,42.7081585
Cafe' and Vin Hedonija,"Stari Grad 1 Old/ Stone Bridge, next to Trebisnjica, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Pub, Gastropub, Mediterranean, Wine Bar, Eastern European",18.3502638,42.7081585
Restoran Ognjište,"Donje Cicevo Bb, Trebinje 89101 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner, Brunch, Drinks",18.3311815,42.6813241
Restaurant Ras / Serbian House Nemanjici,"Old Town 161, Trebinje 89101 Bosnia and Herzegovina",4.5 ,NONE,18.3494989,42.7014784
Restaurant Bendis,"Grab, Trebinje 89101 Bosnia and Herzegovina",4.5 ,Reservations,18.3494989,42.7014784
Kafe Poslasticarnica Grk,"Stari Grad Bb, Trebinje 89101 Bosnia and Herzegovina",4.0 ,NONE,18.346771,42.7104891
Restoran Brana Gorica,"Milentija Perovica 89, Trebinje 89101 Bosnia and Herzegovina",4.5 ,NONE,18.3502638,42.7081585
Restorana Tarana Plus,"Stari Grad Old Town, Trebinje 89101 Bosnia and Herzegovina",4.0 ,NONE,18.346771,42.7104891
Pizzeria Mexico,"Stari Grad BB, Trebinje Bosnia and Herzegovina",4.5 ,NONE,18.346771,42.7104891
Caffe & Pizzeria Garden,"Vuka Karadžića 19, Trebinje 89101 Bosnia and Herzegovina",5.0 ,"Breakfast, Lunch, Dinner",18.3429862,42.7111246
Pivnica Humsko,"Stari Grad bb, Trebinje 89100 Bosnia and Herzegovina",3.5 ,"Brew Pub, Mediterranean, European, Central European, Beer restaurants",18.346771,42.7104891
Vinarija Berak,"Police Bb, Trebinje 89101 Bosnia and Herzegovina",5.0 ,NONE,18.3494989,42.7014784
Porto Galo,"Ul. Mića Ljubibratića Br. 5, Trebinje 89101 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner",18.3494989,42.7014784
Pizzeria & Grill Cancello,"Dositejeva 9 South Gate, Old Town, Trebinje 89101 Bosnia and Herzegovina",4.5 ,"Breakfast, Lunch, Dinner",18.346691,42.710063
Gostionica Natalija,"Njegoseva BB, Trebinje Bosnia and Herzegovina",4.0 ,NONE,18.3438847,42.7106201
Cevabdzinica Kastel Trebinje,"Stari Grad 57, Trebinje 89101 Bosnia and Herzegovina",5.0 ,"Fast Food, Mediterranean, Barbecue, Diner, Dining bars",18.3468964,42.7108662
Portobello,"Old Town, Trebinje Bosnia and Herzegovina",3.5 ,NONE,18.3502638,42.7081585
Botanik Coffee & More,"Svetosavska 13 Bregovi, Trebinje 89101 Bosnia and Herzegovina",5.0 ,"Breakfast, Lunch, Dinner, Brunch, Drinks",18.3460344,42.7083019
Restaurant Viktor's,"Pape Ivana Pavla II. 16 in front of the St James church in Međugorje, Medjugorje 88266 Bosnia and Herzegovina",4.5 ,"Italian, Mediterranean, European, International",17.6629672,43.200913
Restaurant Pizzeria Colombo,"Medjugorje bb, Medjugorje 88220 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.6629672,43.200913
Gardens Club & Restaurant,"Pape Ivana Pavla II, Bijakovici Bb, Medjugorje 88266 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.6785871,43.1932917
None,NONE,4.5 ,"Bar, European, Croatian, Central European, Pizza, International",,
Restaurant Filii,"Krstine 67, Medjugorje 88266 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.6629672,43.200913
Caffe pizzeria ALf,"Bijakovići, Medjugorje Bosnia and Herzegovina",5.0 ,Dinner,17.6862884,43.1963277
Restaurant Dubrovnik,"Pape Ivana Pavla II br. 10 Broj 10, Medjugorje 88266 Bosnia and Herzegovina",4.0 ,Vegetarian Friendly,17.6780338,43.1924338
Pace E Gioia,"Fra Slavka Barbarica Presso Hotel Leone, Medjugorje 0008000 Bosnia and Herzegovina",4.5 ,Breakfast,17.6811065,43.1903266
Ai Dogi,"Fra Slavka Barbarica 29 Medjugorje Hotel & Spa, Medjugorje 88266 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.6856249,43.1904339
tomato,"strada principalve vicino la chiesav di SAN GIACOMO, Medjugorje Bosnia and Herzegovina",4.0 ,"Lunch, Dinner, Brunch",17.6775894,43.1906945
Restaurant Burrito Medugorje,"Franjevackih Muchenika 2, Medjugorje 88266 Bosnia and Herzegovina",4.5 ,"Breakfast, Dinner, Lunch, Brunch, Drinks",17.6629672,43.200913
Restaurant Herceg,"Tromeda B.B Gospodarska Zona, Medjugorje 88260 Bosnia and Herzegovina",4.5 ,"European, Italian, International, Mediterranean",17.6629672,43.200913
Restaurant Regina,"Pape Ivana Pavla II, Medjugorje 88266 Bosnia and Herzegovina",3.5 ,"Lunch, Dinner, Drinks",17.6785871,43.1932917
Restoran Vlado,"Continuazione di Ivana Plava II, Medjugorje Bosnia and Herzegovina",4.5 ,"Lunch, Dinner",17.6629672,43.200913
Restoran Zagreb,"Krstine BB, Medjugorje 88266 Bosnia and Herzegovina",4.0 ,International,17.6713831,43.2013995
Restoran Mala kuća,"Tromeda bb, Medjugorje 88266 Bosnia and Herzegovina",5.0 ,"Pizza, Cafe, Mediterranean, Grill, Eastern European",17.6627956,43.2076568
Sapori d'Italia,"Fra Vendelina Vasilja, Medjugorje 88266 Bosnia and Herzegovina",4.0 ,Vegetarian Friendly,17.6629672,43.200913
Sweet Corner by GT Vasilj,"Franjevachkih muchenika 31, Medjugorje 88266 Bosnia and Herzegovina",5.0 ,Cafe,17.6629672,43.200913
Gelateria Venezia,"Pape Ivana Pavla 2. 21, Medjugorje 88266 Bosnia and Herzegovina",4.0 ,"Breakfast, Drinks",17.67791,43.19287500000001
Restoran NN,"Continuazione di Ivana Pavla II, Medjugorje Bosnia and Herzegovina",4.0 ,"Dinner, Lunch",17.6629672,43.200913
n0pr0bl3m.com Internet Cafè,"Ulica Pape Ivana Pavla II 15, Medjugorje 88266 Bosnia and Herzegovina",5.0 ,NONE,17.6767031,43.1925287
Irish Centre,"Continuazione di Ivana Pavla II, Medjugorje Bosnia and Herzegovina",3.5 ,"Breakfast, Lunch",17.6629672,43.200913
Restaurant La Casa,"Tromedja b.b., Medjugorje 88266 Bosnia and Herzegovina",4.5 ,NONE,17.6627956,43.2076568
Pizzeria - Trattoria Santa Fe,"Bijakovići bb, Medugorje, Medjugorje Bosnia and Herzegovina",4.0 ,NONE,17.6862884,43.1963277
Trattoria Atrij,"Tromeđa, Medjugorje 88266 Bosnia and Herzegovina",5.0 ,"Italian, Pizza, Cafe, Fast Food, Grill, Diner",17.6627956,43.2076568
Crepe cafe Sweets,"Fra Vandelina Vasilja, Medjugorje Bosnia and Herzegovina",5.0 ,NONE,17.6751404,43.182843
Restaurant Grappolo,"Kralja Tomislava 2, Medjugorje 88260 Bosnia and Herzegovina",5.0 ,"Mediterranean, Italian, European, Croatian",17.6629672,43.200913
None,NONE,5.0 ,NONE,,
Matey,"Pape Ivana Pavla II, Medjugorje Bosnia and Herzegovina",4.0 ,NONE,17.6785871,43.1932917
Slastičarna GT Vasilj,"Ulica Franjevachkih Muchenika 31, Medjugorje 88266 Bosnia and Herzegovina",NONE,Cafe,17.6629672,43.200913
Restoran Laguna,"Kralja Tomislava bb, Neum 88390 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options, Gluten Free Options",17.61396,42.924759
Bonaca,"Kralja Tomislava bb, Neum 88390 Bosnia and Herzegovina",4.5 ,NONE,17.61396,42.924759
Restaurant and pizzeria Villa Dom,"Primorska 79, Neum 88390 Bosnia and Herzegovina",5.0 ,"Mediterranean, Pizza, Seafood",17.597511,42.9302694
Restoran Jopi,"Doktora Franje Tudmana Bb, Neum 88390 Bosnia and Herzegovina",4.5 ,"Vegetarian Friendly, Vegan Options",17.6088458,42.9268968
Gradska kavana Neum,"Kralja Tomislava bb, Neum 88390 Bosnia and Herzegovina",4.5 ,"Seafood, Mediterranean, European, Croatian",17.61396,42.924759
Caffe Grill Adriatic,"Kamenice bb, Neum 88390 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.6415089,42.9058301
Humska Kuca,"Ulica Kralja Tomislava B.B., Neum 88390 Bosnia and Herzegovina",5.0 ,Lunch,17.61396,42.924759
Hotel Jadran Neum Restaurant,"Magistralni put bb Hotel Jadran Neum, Neum 88390 Bosnia and Herzegovina",3.5 ,"Dinner, Breakfast",17.616169,42.92389
Cafe-Grill Galeb,"Kralja tomislava, Neum 88390 Bosnia and Herzegovina",4.0 ,"Seafood, Mediterranean, European, Barbecue",17.61396,42.924759
"Restaurant - Pizzeria & Lounge ""Škoj""","Mimoza 2, Neum 88390 Bosnia and Herzegovina",4.0 ,"Grill, Italian, Pizza, Seafood, European",17.6148272,42.9207221
Porat,"Primorska 140a, Neum 88390 Bosnia and Herzegovina",4.5 ,Vegetarian Friendly,17.5907836,42.9339709
Zavala,"Ravno, Neum 88390 Bosnia and Herzegovina",5.0 ,NONE,17.6185727,42.9230437
Grill Kamenice,"Kamence bb, Neum 88390 Bosnia and Herzegovina",3.5 ,"Dinner, Lunch",17.6185727,42.9230437
Villa Ancora,"Primorska 154, Neum 88390 Bosnia and Herzegovina",5.0 ,NONE,17.5893734,42.9343599
Restoran Megi,"Kralja Tomislava 56, Neum 88390 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner",17.6134872,42.9240691
Restaurant Odisej,"Magistrala 10, Neum 88390 Bosnia and Herzegovina",3.5 ,"Lunch, Dinner",17.6185727,42.9230437
ORKA Restaurant,"Highway M2, Neum 88390 Bosnia and Herzegovina",3.5 ,"Lunch, Dinner, Brunch, Drinks",17.6117384,42.9279549
Luna,"Zagrebachka 49/A, Neum 88390 Bosnia and Herzegovina",4.5 ,NONE,17.6197037,42.9202306
Matej,"Mimoza 106 East Tiha Luka, Neum 88390 Bosnia and Herzegovina",4.0 ,NONE,17.6185727,42.9230437
Hotel Novum À La Carte Restaurant,"Primorska 37, Neum 88390 Bosnia and Herzegovina",4.0 ,"Breakfast, Lunch, Dinner",17.6032115,42.9290185
Villa Karaka,"Jazina 54, Neum 88390 Bosnia and Herzegovina",3.5 ,"Breakfast, Lunch, Dinner",17.6257771,42.9139631
Marinero,"M2, Neum 88390 Bosnia and Herzegovina",3.5 ,NONE,17.6117384,42.9279549
Restaurant Orka,"Jazine bb Jazine, Neum 88390 Bosnia and Herzegovina",3.5 ,"Grill, Seafood, Mediterranean, Croatian",17.625525,42.9143619
Humska kuća,"Kralja Tomislava bb Kralja Tomislava, Neum 00387 Bosnia and Herzegovina",4.0 ,Mediterranean,17.61396,42.924759
Bistro Klarisa,"Kralja Tomislava 50, Neum 88390 Bosnia and Herzegovina",4.0 ,NONE,17.6122257,42.9245999
Restoran Suzana,Neum Bosnia and Herzegovina,5.0 ,NONE,17.6185727,42.9230437
Konoba Adria,Neum Bosnia and Herzegovina,3.0 ,NONE,17.6185727,42.9230437
Hotel Sunce,"Kralja Tomislava bb, Neum 88390 Bosnia and Herzegovina",3.0 ,Seating,17.61396,42.924759
Maestral,"Mimoza 40, Neum 88390 Bosnia and Herzegovina",2.5 ,"Breakfast, Lunch, Dinner",17.6183023,42.9196097
River Una Restaurant,"Dzemala Bijedica 12, Bihac 77000 Bosnia and Herzegovina",4.0 ,"European, Barbecue",15.8736885,44.81317
Restoran Sofra,"Bosanska bb Stadtmitte, Fussgängerzone, Bihac 77000 Bosnia and Herzegovina",4.0 ,"Dinner, Lunch",15.8689039,44.8147991
